timestamp,country,zone,zone_id,carbon_intensity_gco2_kwh_direct,carbon_intensity_gco2_kwh_lca,Low Carbon Percentage,Renewable Percentage,Data Source,is_data_estimated,Data Estimation Method
1672549200,Norway,North Norway,NO-NO4,38.16,67.02,90.79,89.6,entsoe.eu,False,
1672552800,Norway,North Norway,NO-NO4,39.63,68.7,90.54,88.55,entsoe.eu,False,
1672556400,Norway,North Norway,NO-NO4,39.68,68.91,90.5,88.28,entsoe.eu,False,
1672560000,Norway,North Norway,NO-NO4,39.14,68.27,90.6,88.55,entsoe.eu,False,
1672563600,Norway,North Norway,NO-NO4,36.44,65.02,91.13,89.74,entsoe.eu,False,
1672567200,Norway,North Norway,NO-NO4,34.9,62.7,91.47,90.17,entsoe.eu,False,
1672570800,Norway,North Norway,NO-NO4,33.13,60.38,91.82,90.74,entsoe.eu,False,
1672574400,Norway,North Norway,NO-NO4,33.89,61.25,91.71,90.42,entsoe.eu,False,
1672578000,Norway,North Norway,NO-NO4,34.32,61.95,91.65,90.31,entsoe.eu,False,
1672581600,Norway,North Norway,NO-NO4,35.07,62.87,91.6,89.76,entsoe.eu,False,
1672585200,Norway,North Norway,NO-NO4,36.26,64.34,91.45,89.5,entsoe.eu,False,
1672588800,Norway,North Norway,NO-NO4,34.53,62.07,91.74,89.84,entsoe.eu,False,
1672592400,Norway,North Norway,NO-NO4,33.31,60.73,91.95,90.44,entsoe.eu,False,
1672596000,Norway,North Norway,NO-NO4,32.69,60.08,92.14,90.47,entsoe.eu,False,
1672599600,Norway,North Norway,NO-NO4,29.79,57.61,92.81,91.59,entsoe.eu,False,
1672603200,Norway,North Norway,NO-NO4,24.54,52.88,93.96,93.63,entsoe.eu,False,
1672606800,Norway,North Norway,NO-NO4,24.19,52.29,94.06,93.78,entsoe.eu,False,
1672610400,Norway,North Norway,NO-NO4,24.78,52.99,93.9,93.51,entsoe.eu,False,
1672614000,Norway,North Norway,NO-NO4,25.69,54.11,93.68,93.32,entsoe.eu,False,
1672617600,Norway,North Norway,NO-NO4,26.16,54.66,93.59,93.1,entsoe.eu,False,
1672621200,Norway,North Norway,NO-NO4,26.14,54.96,93.56,93.37,entsoe.eu,False,
1672624800,Norway,North Norway,NO-NO4,24.65,53.49,93.92,93.92,entsoe.eu,False,
1672628400,Norway,North Norway,NO-NO4,24.93,53.84,93.88,93.88,entsoe.eu,False,
1672632000,Norway,North Norway,NO-NO4,25.3,54.38,93.85,93.85,entsoe.eu,False,
1672635600,Norway,North Norway,NO-NO4,25.44,54.69,93.82,93.82,entsoe.eu,False,
1672639200,Norway,North Norway,NO-NO4,25.89,55.13,93.73,93.73,entsoe.eu,False,
1672642800,Norway,North Norway,NO-NO4,25.58,54.82,93.81,93.81,entsoe.eu,False,
1672646400,Norway,North Norway,NO-NO4,25.34,54.6,93.85,93.85,entsoe.eu,False,
1672650000,Norway,North Norway,NO-NO4,25.61,55.06,93.78,93.78,entsoe.eu,False,
1672653600,Norway,North Norway,NO-NO4,25.44,54.98,93.81,93.81,entsoe.eu,False,
1672657200,Norway,North Norway,NO-NO4,23.95,53.29,94.14,94.14,entsoe.eu,False,
1672660800,Norway,North Norway,NO-NO4,22.87,51.83,94.41,94.41,entsoe.eu,False,
1672664400,Norway,North Norway,NO-NO4,23.16,52.07,94.34,94.34,entsoe.eu,False,
1672668000,Norway,North Norway,NO-NO4,22.73,51.41,94.45,94.45,entsoe.eu,False,
1672671600,Norway,North Norway,NO-NO4,22.41,50.9,94.54,94.54,entsoe.eu,False,
1672675200,Norway,North Norway,NO-NO4,22.15,50.48,94.6,94.6,entsoe.eu,False,
1672678800,Norway,North Norway,NO-NO4,22.76,51.29,94.48,94.48,entsoe.eu,False,
1672682400,Norway,North Norway,NO-NO4,22.15,50.51,94.62,94.62,entsoe.eu,False,
1672686000,Norway,North Norway,NO-NO4,21.89,50.13,94.67,94.67,entsoe.eu,False,
1672689600,Norway,North Norway,NO-NO4,22.38,50.81,94.57,94.57,entsoe.eu,False,
1672693200,Norway,North Norway,NO-NO4,23.05,51.85,94.39,94.39,entsoe.eu,False,
1672696800,Norway,North Norway,NO-NO4,23.45,52.46,94.3,94.3,entsoe.eu,False,
1672700400,Norway,North Norway,NO-NO4,23.69,52.89,94.21,94.21,entsoe.eu,False,
1672704000,Norway,North Norway,NO-NO4,23.73,53.02,94.18,94.18,entsoe.eu,False,
1672707600,Norway,North Norway,NO-NO4,23.84,53.23,94.16,94.16,entsoe.eu,False,
1672711200,Norway,North Norway,NO-NO4,24.3,53.75,94.08,94.08,entsoe.eu,False,
1672714800,Norway,North Norway,NO-NO4,24.62,54.13,94.02,94.02,entsoe.eu,False,
1672718400,Norway,North Norway,NO-NO4,26.07,55.84,93.63,93.63,entsoe.eu,False,
1672722000,Norway,North Norway,NO-NO4,26.2,55.76,93.61,93.61,entsoe.eu,False,
1672725600,Norway,North Norway,NO-NO4,25.56,54.8,93.76,93.76,entsoe.eu,False,
1672729200,Norway,North Norway,NO-NO4,26.06,55.58,93.65,93.65,entsoe.eu,False,
1672732800,Norway,North Norway,NO-NO4,26.25,55.87,93.62,93.62,entsoe.eu,False,
